GuessSync E52 — «Guess the Seashell» — Image Attributions
100 real seashell photos sourced from Wikimedia Commons.
All images are Public Domain, CC0, CC BY, or CC BY-SA. Files under CC BY / CC BY-SA require
crediting the author + license; the lines below satisfy that requirement.
Generated 2026-07-11. Format:  slug | name | author | license | source
scotchbonnet | Scotch Bonnet | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Semicassis_granulata_granulata_01.JPG
commonwentletrap | Common Wentletrap | H. Zell | CC BY 3.0 | https://commons.wikimedia.org/wiki/File:Epitonium_clathrus_01.JPG
angelwing | Angel Wing | MerlinCharon | CC0 | https://commons.wikimedia.org/wiki/File:Cyrtopleura_costata_13a.jpg
pearloyster | Pearl Oyster | Didier Descouens | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Pinctada_margaritifera_MHNT.CON.2002.893.jpg
keyholelimpet | Keyhole Limpet | Jerry Kirkhart | CC BY 2.0 | https://commons.wikimedia.org/wiki/File:Fissurella_volcano.jpg
slippershell | Common Slipper Shell | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Crepidula_fornicata_01.JPG
topshell | Purple Top Shell | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Gibbula_umbilicalis_01.JPG
noblepenshell | Noble Pen Shell | Hectonichus | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Pinnidae_-_Pinna_nobilis.jpg
noahsark | Noah's Ark Shell | M.Violante | CC BY 2.5 | https://commons.wikimedia.org/wiki/File:Arca_noae_197.JPG
gianttun | Giant Tun | H. Zell (new composition: Alchemist-hp) | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Tonna_galea_02.jpg
figshell | Common Fig Shell | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Ficus_variegata_01.JPG
bleedingtooth | Bleeding Tooth Nerite | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Nerita_peloronta_01.JPG
turkeywing | Turkey Wing | Wilfredor | CC0 | https://commons.wikimedia.org/wiki/File:Arca_zebra_(Interior_and_Exterior).jpg
jingleshell | Jingle Shell | Jan Johan ter Poorten | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Anomia_ephippium.jpg
westindiantopshell | West Indian Top Shell | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Cittarium_pica_01.JPG
commonharp | Common Harp | MarcusStigwan | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Harpa_Harpa_B.jpg
carriersnail | Carrier Shell | Wilson44691 | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:XenophoridApertureView.jpg
fuzzychiton | Fuzzy Chiton | Hans Hillewaert cropped (by User:Snek01 | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Acanthopleura_granulata.jpg
commonnutmeg | Common Nutmeg | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Cancellaria_reticulata_01.JPG
horseconch | Florida Horse Conch | Heather Dine - Florida Keys NMS | Public domain | https://commons.wikimedia.org/wiki/File:Pleuroploca_gigantea.jpg
bubbleshell | Striped Bubble Shell | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Bulla_striata_01.JPG
spindleshell | Distaff Spindle | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Fusinus_colus_01.JPG
babylonshell | Spotted Babylon | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Babylonia_areolata_01.JPG
chestnutturban | Chestnut Turban | H. Zell | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Turbo_castanea_01.jpg
episcopalmiter | Episcopal Miter | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Mitra_mitra_01.jpg
partridgetun | Partridge Tun | GrahamBould | Public domain | https://commons.wikimedia.org/wiki/File:Tonna_perdix.JPG
channeledwhelk | Channeled Whelk | Skye McDavid | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Busycotypus_canaliculatus.jpg
knobbedwhelk | Knobbed Whelk | JoshuaDavisPhotography. COM | CC BY-SA 2.0 | https://commons.wikimedia.org/wiki/File:Busycon_carica.jpg
flamingotongue | Flamingo Tongue | LASZLO ILYES (laszlo-photo) from Cleveland, Ohio, USA | CC BY 2.0 | https://commons.wikimedia.org/wiki/File:Cyphoma_gibbosum_(living)_2.jpg
moneycowrie | Money Cowrie | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Monetaria_moneta_01.JPG
commonsundial | Common Sundial | Iranshahi.Amir Ali | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Architectonica_perspectiva_S4-01.jpg
bullmouthhelmet | Bullmouth Helmet | No machine-readable author provided. Bricktop assumed (based on copyright claims). | CC BY 2.5 | https://commons.wikimedia.org/wiki/File:Cypraecassis_rufa_ventral_view.jpg
chestnutcowrie | Chestnut Cowrie | Steve Lonhart | Public domain | https://commons.wikimedia.org/wiki/File:Cypraea_spadicea_1.jpg
thornyoyster | Thorny Oyster | Didier Descouens | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Spondylus.jpg
windowpaneoyster | Windowpane Oyster | Johnnyflex | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Capizshell.jpg
donkeysear | Donkey's Ear Abalone | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Haliotis_asinina_01.JPG
papernautilus | Paper Nautilus | Kingfiser | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Argonauta_argo_Shells.jpg
pelicansfoot | Pelican's Foot | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Aporrhais_pespelecani_01.JPG
roostertailconch | Rooster-tail Conch | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Lobatus_gallus_01.JPG
milkconch | Milk Conch | Eric Polk | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Lobatus_costatus_albino.jpg
fightingconch | Florida Fighting Conch | Zammerman | CC BY 4.0 | https://commons.wikimedia.org/wiki/File:Conch.png
giantspiderconch | Giant Spider Conch | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Lambis_truncata_01.JPG
caribbeanvase | Caribbean Vase | Veronidae | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Vasum_muricatum_000.jpg
westindianchank | West Indian Chank | MerlinCharon | CC0 | https://commons.wikimedia.org/wiki/File:Turbinella_angulata_30a.jpg
sacredchank | Sacred Chank | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Turbinella_pyrum_01.jpg
heartcockle | Heart Cockle | Jan Delsing | Public domain | https://commons.wikimedia.org/wiki/File:Corculum_cardissa_002.jpg
bandedtulip | Banded Tulip | James St. John | CC BY 2.0 | https://commons.wikimedia.org/wiki/File:Fasciolaria_lilium_(banded_tulip_snail_shell)_(Sanibel_Island,_Florida,_USA)_1_(49769441671).jpg
eyedcowrie | Eyed Cowrie | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Arestorides_argus_01.JPG
giantcerith | Giant Knobbed Cerith | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Cerithium_nodulosum_01.jpg
gloryofthesea | Glory of the Sea Cone | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Conus_gloriamaris_01.jpg
preciouswentletrap | Precious Wentletrap | Steve Jurvetson | CC BY 2.0 | https://commons.wikimedia.org/wiki/File:Epitonium_scalare_shell.jpg
venuscombmurex | Venus Comb Murex | Samuel Chow from Boston, USA | CC BY 2.0 | https://commons.wikimedia.org/wiki/File:Fishbone_Murex_Shell_(10_cm)_(234941311).jpg
junonia | Junonia | Bradeos Graphon | Public domain | https://commons.wikimedia.org/wiki/File:Scaphella_junonia.jpg
matchlesscone | Matchless Cone | James St. John | CC BY 2.0 | https://commons.wikimedia.org/wiki/File:Conus_cedonulli_(matchless_cone_snail)_3_(24419082825).jpg
goldencowrie | Golden Cowrie | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Callistocypraea_aurantium_01.jpg
mapcowrie | Map Cowrie | Nhobgood Nick Hobgood | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Cypraea_mappa.jpg
royalcloakscallop | Royal Cloak Scallop | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Gloripallium_pallium_01.jpg
batvolute | Bat Volute | No machine-readable author provided. Haplochromis assumed (based on copyright claims). | Public domain | https://commons.wikimedia.org/wiki/File:Volutidae.JPG
princelyvolute | Princely Volute | Richard Parker | CC BY 2.0 | https://commons.wikimedia.org/wiki/File:Princely_Volute_Cymbiola_aulica.jpg
imperialvolute | Imperial Volute | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Cymbiola_imperialis_01.jpg
japanesewondershell | Japanese Wonder Shell | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Thatcheria_mirabilis_01.JPG
delphinula | Delphinula Snail | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Angaria_delphinus_01.jpg
shinbonetibia | Shinbone Tibia | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Tibia_fusus_02.JPG
orangespiderconch | Orange Spider Conch | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Lambis_crocata.jpg
tapestryturban | Tapestry Turban | Frédéric Ducarme | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:Turbo_petholatus_Voavah.JPG
marbledcone | Marbled Cone | Unknown | Public domain | https://commons.wikimedia.org/wiki/File:Conus_marmoreus_feeding_on_cowrie.jpg
leopardcone | Leopard Cone | Jan Delsing | Public domain | https://commons.wikimedia.org/wiki/File:Conus_leopardus_003.jpg
generalcone | General Cone | Jan Delsing | Public domain | https://commons.wikimedia.org/wiki/File:Conus_generalis_006.jpg
admiralcone | Admiral Cone | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Cylinder_ammiralis_01.jpg
papalmiter | Papal Miter | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Mitra_papalis_01.JPG
endivemurex | Endive Murex | Didier Descouens | CC BY-SA 4.0 | https://commons.wikimedia.org/wiki/File:HexaplexcichoreumProfils.jpg
ramosemurex | Ramose Murex | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Chicoreus_ramosus_001.jpg
gloryofindia | Glory of India Cone | Smithsonian Institution | CC0 | https://commons.wikimedia.org/wiki/File:Conus_milneedwardsi_003.jpg
distaffspindle | Turrid Spindle | H. Zell | CC BY-SA 3.0 | https://commons.wikimedia.org/wiki/File:Marmorofusus_nicobaricus_01.JPG
